Tickers
AIFF
UPXI
RXT
GLXY
BLLN
ASST
LWLG
IBRX
SLS
SEDG
MARA
OCGN
TERN
SM
AXTI
NBIS
BFLY
NKTR
INTA
RXRX
HIMS
PRCT
IT
CCC
BL
DIOD
VOYG
ENPH
TNDM
GEO
TTD
LB
VICR
CIFR
HUBS
VG
BNAI
STAA
STVN
WRBY
ASAN
FRSH
CLSK
KOS
TALO
CRGY
ARDX
CGON
APP
VRNS
CAVA
EOLS
UTI
KYMR
Q
GWRE
PATH
CRL
CIGI
OSCR
APPN
JLL
SMTC
FORM
MSTR
ADVB
IESC
SAIA
ODD
CALX
ANAB
SOLS
PLAB
SEZL
KLIC
COUR
FSLY
CERT
WIX
PBF
UI
NBR
BLMN
PARR
RIG
SPOT
TYL
HNGE
IPGP
DKNG
NVTS
BWIN
COIN
RDW
DELL
INTU
ALIT
CRCL
BLSH
LITE
FLY
BRZE
VAL
KRMN
WTTR
FDS
ICLR
BITF
LINC
MTSI
CABO
IDYA
LGN
GLBE
VIAV
SBET
ARLO
INSP
RGTI
COHR
TYRA
ARM
IREN
PINS
NN
IRON
TREE
VKTX
AI
ETOR
NVCR
TPL
BILL
IRDM
EXPE
RXO
PCOR
BORR
DAWN
TDOC
CIEN
NET
CRK
ALMU
TTMI
CSTM
CEG
ETSY
CRWD
MOH
U
WULF
TOST
TENB
BTBT
ZD
BMNR
TER
PEGA
IONQ
XYZ
AGX
BLBD
LUNR
CRSP
SPSC
LBRT
LASR
PUMP
ECG
TARS
CARG
ALKT
DAVE
YOU
IOT
HUT
EFXT
FLYW
GLW
ICHR
FIG
DK
FIX
GLOB
CLBT
AXON
NESR
NVAX
NTLA
PAYC
PL
CC
RNG
BRCB
CORT
KVYO
WDAY
ISSC
TXG
VSAT
TWLO
PSKY
AMR
NEXT
ASTS
ALMS
IDCC
AEVA
ABTC
NCNO
FIGS
RBRK
PURR
ZETA
GCT
CZR
CLDX
OCUL
AEIS
BKSY
CRTO
SYRE
HURN
SAH
DRS
SGHC
ABUS
CHRW
HTFL
DV
RZLV
PENN
LAES
ENTG
TE
MRNA
WOLF
STRL
VECO
VAC
ONDS
PLTR
KD
BE
TRVI
ENOV
FA
FRMI
GNRC
SLG
GEMI
SWIM
RLAY
RELY
WAY
RCAT
AMPX
WLK
UCTT
DDOG
FN
AGYS
RAMP
ROAD
POWL
APGE
VIR
CAMT
MTZ
GPRE
LQDA
VRT
VSEC
SHOP
ACHC
WD
BETA
IOVA
PLUG
RSI
GRAL
NXE
PCVX
FIGR
TRI
GOLD
DNTH
CE
INDO
RIOT
VERX
RCUS
CANF
ROKU
MGNI
ARIS
SOC
HOOD
BTU
ELVN
SA
AUR
MRCY
BVN
CCHH
LPTH
CCOI
SSRM
DJCO
CHYM
STUB
DNN
UAMY
OUST
OLN
PPTA
SKE
CRAI
CENX
AEHR
HYMC
AGI
DLXY
SABR
AUGO
EYPT
HUN
OII
TTAN
SVM
JZXN
PAAS
EDSA
ALM
EOSE
FSM
PAR
NGD
CDE
ERAS
IAG
SGML
NG
BAK
EXK
UMAC
BURU
SLNO
POET
USAS
AG
EQX
SHMD
AAOI
AU
PVLA
ASNS
DXST
GRML
MOBX
TPET
ALOY
BATL
BW
