Tickers
ELPW
STAK
EONR
NPT
RXT
GLXY
ASST
LWLG
IBRX
SLS
SEDG
MARA
AMSC
CRDO
TERN
SM
AXTI
NBIS
BYND
NKTR
STEP
INTA
RXRX
PRCT
CCC
BL
OMDA
TNDM
GEO
CELC
TTD
LB
VICR
QLYS
CIFR
HUBS
VG
TEAM
BNAI
PAYO
STAA
WRBY
ASAN
OPEN
FRSH
CLSK
KOS
TALO
CRGY
CGON
APP
VRNS
CAVA
EOLS
UTI
NTSK
Q
GWRE
PATH
CRL
CIGI
OSCR
APPN
JLL
FORM
MSTR
EVER
ODD
ANAB
SOLS
SEZL
KLIC
FSLY
CERT
WIX
PBF
UI
NBR
PARR
RIG
SPOT
TYL
DOCU
HNGE
IPGP
DKNG
WGS
NVTS
BWIN
ORIC
COIN
RDW
DELL
INTU
ALIT
AFRM
CRCL
BLSH
LITE
BRZE
VAL
KRMN
WTTR
FDS
SE
ICLR
BITF
LINC
TNGX
LGN
AESI
GLBE
VIAV
SBET
ARLO
INSP
COHR
TYRA
NOW
ARM
PINS
TDW
IRON
TREE
VKTX
AI
ETOR
NVCR
TPL
BILL
IRDM
EXPE
RXO
PCOR
BORR
DAWN
CIEN
NET
CRK
TTMI
CSTM
ETSY
CRWD
MOH
GBR
QNCX
U
CRSR
WULF
TOST
TENB
ZD
BMNR
TER
PEGA
IONQ
CNXC
XYZ
SAIL
AGX
LUNR
CRSP
SPSC
AQST
LBRT
LASR
PUMP
ECG
TARS
CARG
ALKT
DAVE
YOU
IOT
HUT
FLYW
GLW
ICHR
FIG
DK
FIX
GLOB
CLBT
AXON
MTEK
NVAX
NTLA
PAYC
PL
RNG
BRCB
CORT
KVYO
WDAY
ISSC
TXG
VSAT
TWLO
ASTS
IDCC
AEVA
ABTC
NCNO
FIGS
RBRK
PURR
ZETA
GCT
CZR
CLDX
OCUL
AEIS
BKSY
SYRE
HURN
SGHC
LION
CHRW
HTFL
DV
RZLV
PENN
LAES
TE
MRNA
WOLF
VECO
VAC
ONDS
PLTR
KD
BE
FRMI
GNRC
GEMI
RELY
BROS
WAY
PDYN
RCAT
ASIX
AMPX
ALTO
WLK
UCTT
FROG
DDOG
FN
RAMP
APGE
SOUN
VIR
CAMT
MTZ
GPRE
LQDA
VRT
AMN
SHOP
DHC
ACHC
BETA
IOVA
PLUG
PD
RSI
GRAL
NXE
DVLT
FIGR
TRI
DNTH
INDO
RIOT
VERX
RCUS
ROKU
MGNI
LXU
SOC
BTAI
SA
AUR
TMDE
CCOI
SSRM
TNYA
CHYM
UAMY
GXAI
OUST
PPTA
CENX
AEHR
AVTX
HYMC
AGI
SABR
AUGO
EYPT
OII
TTAN
SVM
ALM
EOSE
FSM
PAR
NGD
CDE
VIA
ERAS
IAG
IPI
NG
BAK
VZLA
UMAC
SLNO
POET
QURE
USAS
AG
EQX
CAPR
AAOI
PVLA
TURB
MOBX
TPET
ALOY
BATL
IBO
BW
BHAT
