Tickers
BIAF
AIFF
SVCO
ELPW
PLYX
ISPC
ORKA
APEI
CXAI
EONR
WOOF
KLAR
ASST
LWLG
IBRX
SNDK
SLS
MARA
OCGN
CRDO
TERN
SM
AXTI
NBIS
NKTR
INTA
HIMS
PRCT
CCC
DOCN
TTD
VICR
LB
VG
HUBS
CGON
CRGY
APP
CAVA
KOS
GWRE
PZZA
ANAB
ODD
FSLY
WIX
PBF
PARR
NVTS
BWIN
COIN
INTU
BLSH
RDW
CRCL
FLY
KRMN
ICLR
TNGX
AESI
TYRA
ALIT
PINS
VKTX
TPL
EXPE
PCOR
DAWN
CIEN
CRWD
NET
ZD
MOH
LBRT
PUMP
DAVE
YOU
IOT
LASR
DK
NVAX
PL
RNG
DYN
FIGS
BMBL
CZR
OCUL
SYRE
RZLV
TE
MRNA
VAC
RCAT
AMPX
DDOG
LQDA
ACHC
IOVA
PLUG
WTI
HIMX
FIGR
DNTH
CE
LXU
SOC
XENE
CF
OUST
UAMY
CENX
AEHR
ALM
IPI
UMAC
POET
QURE
CAPR
AAOI
PVLA
TPET
ALOY
BATL
BW
SGN
