Tickers
UGRO
BIAF
SATL
AIFF
SER
AXTI
SABR
FSLY
TSSI
VELO
YOU
AAOI
LWLG
SEZL
NSP
RZLV
GCT
ETON
LASR
BKSY
BFLY
ADEA
FIGS
TSEM
ISSC
WATT
ASST
BLSH
LMND
DOCN
PVLA
PLUG
GEO
DDOG
CAVA
KRMN
APEI
OCGN
CLDX
DAVE
AMPX
ZD
NET
BWIN
DNTH
ACHC
HIMS
PURR
COIN
WIX
BCRX
GWRE
CRCL
IOT
PL
VG
CCC
PUMP
XENE
ARX
CZR
LXU
IOVA
NEXT
TNGX
SOC
SM
CF
CVI
EONR
DK
KOS
PBF
AGRO
PARR
BW
BATL
TPET
ANNA
