Tickers
UGRO
PAYS
SRPT
SIDU
LWLG
FLY
SATL
LUNR
BNAI
PL
IRDM
MRLN
ASST
BW
VECO
TNGX
SPIR
ACLS
GCT
IPI
BKSY
TERN
FSLY
AGRO
CAR
SOC
TSEM
APEI
DELL
FIGS
SM
ETON
MANE
CE
TSSI
LXU
DOCN
LMND
CZR
NEXT
DNTH
WIX
CF
AMPX
CNR
VG
AESI
AAOI
BIAF
PURR
PARR
ZD
CVI
BFLY
RCAT
PBF
AXTI
KOS
HIMS
DK
BWIN
WATT
MGN
ANNA
ARTL
BATL
