Tickers
BIAF
ELPW
PLYX
LGVN
EONR
RXT
KLAR
ASST
IBRX
SNDK
SLS
SEDG
MARA
AMSC
CRDO
TERN
SM
AXTI
NBIS
NKTR
INTA
HIMS
PRCT
CCC
DOCN
OMDA
VOYG
TNDM
NXT
CELC
TTD
LB
VICR
HUBS
VG
BNAI
LSTR
WRBY
OPEN
FRSH
KOS
TALO
CRGY
BBIO
CGON
APP
CAVA
NTSK
Q
GWRE
PATH
DOMO
MSTR
ANAB
SOLS
SEZL
FSLY
WIX
PBF
NBR
PARR
RIG
SPOT
TYL
DOCU
HNGE
WGS
BWIN
ORIC
COIN
RDW
DELL
INTU
ALIT
CRCL
BLSH
LITE
BRZE
LFMD
VAL
KRMN
ICLR
TNGX
ACRS
AESI
VIAV
SBET
COHR
TYRA
PINS
TDW
IRON
VKTX
DFTX
ETOR
TPL
IRDM
EXPE
PLPC
PCOR
DAWN
TDOC
CIEN
NET
ETSY
CRWD
MOH
TOST
U
TENB
ZD
MDB
PEGA
XYZ
SAIL
TALK
AGX
FLNC
LBRT
LASR
ECG
TARS
ADEA
ALKT
DAVE
YOU
IOT
RYAM
TDAY
FLYW
GLW
ICHR
CLMT
FIG
VNET
DK
FIX
GLOB
AXON
CVI
NVAX
NTLA
PAYC
PL
RNG
CORT
DYN
KVYO
WDAY
ISSC
TXG
VSAT
TWLO
AVBP
AEVA
ABTC
FIGS
RBRK
ZETA
GCT
CZR
CLDX
OCUL
AEIS
BKSY
UNIT
SYRE
OLMA
SGHC
LION
STGW
CHRW
RZLV
USAR
PENN
TE
MRNA
VAC
ONDS
KD
BE
FA
GNRC
RLAY
RELY
WAY
PDYN
RCAT
AMPX
UCTT
FROG
SNDX
DDOG
FN
APGE
VIR
MTZ
GPRE
LQDA
VRT
TENX
SEI
KALV
SHOP
ACHC
WTI
BETA
IOVA
PLUG
RSI
RIVN
GRAL
NXE
CRML
FIGR
TRI
MLYS
CODA
DNTH
MAZE
INDO
VERX
RCUS
BRTX
ROKU
MGNI
LXU
FPS
ATAI
SOC
ELVN
CMPS
MGNX
RCKT
SA
RLMD
CCOI
SSRM
DJCO
CHYM
DNN
UAMY
UEC
OUST
PTRN
PPTA
CENX
VNDA
AEHR
HYMC
AGI
AUGO
OII
TSSI
TTAN
SVM
ALM
EOSE
FSM
VIA
ERAS
IAG
OPTT
NG
VZLA
VTAK
UMAC
SLNO
POET
QURE
USAS
AG
VYGR
EQX
CAPR
AAOI
STOK
ANTX
ASPI
KITT
PVLA
DXST
MOBX
TPET
ALOY
BATL
MRNO
BW
SGN
ATPC
ACXP
