Tickers
ARTL
AIM
EVTV
DVLT
NEXT
RGC
ALDX
VG
OVID
ANDG
HTFL
YYGH
FSLY
KOS
CVI
AXTI
LNKS
AGRO
VNRX
SEI
LITE
AAOI
BNAI
DK
RHLD
TPET
NET
DOCN
PARR
PBF
BATL
PURR
VIAV
OSS
EONR
COHR
SEDG
SNDK
RXT
IBRX
CIEN
PATH
NAT
TSEM
GEO
DOCU
TERN
CF
AMR
NRGV
BTU
LIDR
NBIS
DDOG
PUMP
SM
LBRT
CARG
LXU
INTA
UCTT
WLK
WIX
YOU
ALOY
CRWD
GDS
ODD
CRCL
CZR
AXON
TYRA
TPL
LB
HIMX
CC
RCAT
FROG
ZD
CCC
FIGS
TNGX
DNTH
IOT
PTGX
XENE
TNDM
CE
PLUG
EXPE
SNDX
LQDA
CNTA
RELY
CAPR
GCT
ORKA
HUBS
BWIN
ETSY
LION
VIR
ICHR
CAVA
SLS
KVYO
NSP
DAVE
DYN
BRZE
SYRE
CENX
SOC
ALM
FIGR
AEHR
BITF
OCUL
LINC
ACHC
VICR
GWRE
RNG
KRMN
AMPX
ISSC
MRNA
WDC
APEI
AESI
IOVA
TROX
MANE
GPRE
MARA
APP
LASR
LMND
BKSY
COIN
ANAB
ONDS
WTI
BLSH
UMAC
PRCT
OPEN
BW
SBET
PVLA
RDW
ABSI
FLY
QURE
ORBS
BTDR
TE
CGON
RZLV
OCGN
AEVA
TSSI
HIMS
VELO
BMBL
UAMY
LWLG
ASST
NUAI
CING
