Tickers
WOOF
TLYS
LWLG
IBRX
TERN
KLAR
SLS
EONR
SNDK
MARA
OCGN
SOC
CCC
CRDO
AXTI
PRCT
NKTR
NBIS
NXT
SM
CGON
TNDM
EXPE
DOCN
TALO
KOS
HIMS
VG
CRGY
TTD
LB
STAA
HUBS
ALIT
PARR
VRNS
FSLY
DHC
BNAI
CAVA
GWRE
PZZA
VICR
FRSH
ANAB
RIG
ODD
APP
KRMN
PBF
TYL
VAL
PATH
NBR
FLYW
WIX
BWIN
SEZL
BLSH
INTU
SBET
GDS
COHR
LBRT
PUMP
RDW
GLBE
CVI
KVYO
LITE
TYRA
COIN
TNGX
CRCL
COCO
TENB
IRON
NVTS
PLPC
GCT
TPL
ALKT
PINS
DAVE
CIEN
FLY
AESI
CRWD
ZD
CNR
DAWN
VKTX
XYZ
BRZE
DYN
ADEA
NVAX
TALK
BLDP
AGX
ICLR
PCOR
NET
IRDM
SYRE
AEVA
FIG
IOT
ETSY
FLNC
LASR
WLK
PAYC
RZLV
TWLO
ISSC
SNDX
ONDS
YOU
PL
RLAY
RNG
MOH
ZETA
HIMX
PURR
USAR
RSI
CZR
KD
CE
DK
RCAT
AXON
MRNA
TE
PENN
BE
PEGA
DDOG
BMBL
APGE
DINO
LQDA
RELY
SAIL
LXU
SHOP
FROG
IOVA
PLUG
LEU
VIR
PD
SRAD
VRT
TRI
INDO
BTU
CF
FIGS
FIGR
OCUL
DNTH
MAZE
ACHC
RCUS
VAC
BKSY
AA
ROKU
AMR
AMPX
WTI
AUGO
SAFX
OUST
SSRM
UAMY
UAN
AEHR
PSIX
HYMC
TMQ
TURB
AGI
CENX
PPTA
IPI
ERAS
ALM
TSSI
TTAN
ELE
CDXS
POET
VELO
UMAC
QURE
CAPR
AG
USAS
MEOH
ASPI
AAOI
ROMA
ORBS
MOBX
TPET
BATL
BW
ACXP
POLA
ATPC
SGN
AGRZ
