Tickers
STAK
EONR
NPT
RXT
GLXY
BLLN
ASST
LWLG
IBRX
SLS
SEDG
MARA
AMSC
TERN
SM
AXTI
NBIS
BFLY
ASTH
BYND
NKTR
INTA
RXRX
PRCT
IT
CCC
OMDA
DIOD
VOYG
ENPH
FICO
TNDM
GEO
TTD
LB
VICR
HUBS
VG
BNAI
STAA
WRBY
OPEN
FRSH
CLSK
KOS
TALO
CRGY
CGON
APP
VRNS
NUTX
CAVA
UTI
KYMR
Q
GWRE
PATH
CRL
CIGI
OSCR
APPN
JLL
SMTC
FORM
MSTR
IESC
SAIA
MLCO
CALX
SOLS
SEZL
KLIC
FSLY
CERT
WIX
PBF
UI
NBR
PARR
RIG
SPOT
MORN
TYL
HNGE
IPGP
NVTS
BWIN
ORIC
COIN
RDW
DELL
INTU
ALIT
CRCL
BLSH
LITE
BRZE
VAL
KRMN
FDS
SITM
USEG
ICLR
BITF
LINC
MTSI
HLX
LGN
GLBE
VIAV
SBET
ARLO
GFS
INSP
COHR
TYRA
TWST
ARM
TRU
PINS
GSHD
NN
IRON
TREE
VKTX
AI
ETOR
NVCR
TPL
BILL
IRDM
RXO
PCOR
BORR
CIEN
ALMU
TTMI
CSTM
CEG
ETSY
MOH
WULF
TOST
U
ZD
TER
PEGA
IONQ
XYZ
AGX
BLBD
LUNR
EXLS
VSCO
CRSP
LBRT
LASR
PUMP
ECG
TARS
UA
CARG
ALKT
DAVE
YOU
ACVA
IOT
FLYW
GLW
ICHR
FIG
DK
XPO
FIX
GLOB
CLBT
AXON
TDC
NESR
NVAX
NTLA
PAYC
PL
LSCC
RNG
CORT
UAA
KVYO
WDAY
ISSC
TXG
VSAT
TWLO
PSKY
NEXT
ASTS
IDCC
AEVA
NCNO
FIGS
ZETA
GCT
CZR
CLDX
OCUL
AEIS
BKSY
SYRE
HURN
DRS
SGHC
ABUS
CHRW
HTFL
RZLV
PENN
ENTG
MRNA
OIS
WOLF
STRL
VECO
VAC
ONDS
PLTR
KD
BE
ENOV
FRMI
GNRC
MOD
RLAY
RELY
WAY
RCAT
AMPX
WLK
UCTT
FROG
FN
RAMP
ROAD
SOUN
VIR
CAMT
MTZ
GPRE
VRT
AMN
DHC
ACHC
WTI
IOVA
PLUG
PD
RSI
GRAL
NXE
PCVX
TRI
GOLD
DNTH
CE
INDO
RIOT
VERX
RCUS
ROKU
MGNI
ARIS
SOC
CMPS
SA
AUR
MRCY
BVN
TMDE
LPTH
CCOI
SSRM
DJCO
CHYM
STUB
DNN
UAMY
GXAI
OUST
CGAU
OLN
PPTA
SKE
TMQ
CRAI
CENX
AEHR
HYMC
AGI
SABR
AUGO
EYPT
OII
TTAN
SVM
PAAS
EDSA
ALM
FSM
NGD
CDE
VIA
ERAS
IAG
SGML
NG
UMAC
POET
USAS
AG
EQX
AAOI
AU
PVLA
RUBI
TURB
MOBX
TPET
SVRN
ALOY
BATL
