Tickers
AIFF
EONR
RXT
GLXY
ASST
IBRX
SLS
MARA
CRDO
TERN
SM
AXTI
NBIS
NKTR
INTA
PRCT
CCC
BL
OMDA
TNDM
CELC
TTD
LB
VICR
HUBS
VG
TEAM
BNAI
LSTR
WRBY
ASAN
OPEN
FRSH
KOS
TALO
CRGY
QCLS
CGON
APP
VRNS
CAVA
NTSK
Q
GWRE
PATH
CRL
CIGI
OSCR
FORM
MSTR
ODD
ANAB
SEZL
FSLY
ZS
PRSO
WIX
PBF
UI
NBR
PARR
RIG
SPOT
ANY
TYL
DOCU
HNGE
IPGP
WGS
BWIN
COIN
INTU
ALIT
AFRM
CRCL
BLSH
LITE
BRZE
VAL
KRMN
FDS
SE
USEG
ICLR
BITF
TNGX
SNOW
AESI
GLBE
VIAV
SBET
GFS
INSP
COHR
TYRA
PINS
IRON
VKTX
AI
ETOR
TPL
BILL
IRDM
EXPE
OKTA
RXO
PCOR
DAWN
CIEN
NET
ETSY
CRWD
MOH
TENB
WULF
U
TOST
ZD
MDB
PEGA
IONQ
CNXC
XYZ
SAIL
AGX
LUNR
CRSP
SPSC
LASR
PUMP
ECG
TARS
ALKT
DAVE
YOU
IOT
FLYW
GLW
ICHR
FIG
DK
FIX
GLOB
CLBT
AXON
NVAX
NTLA
PAYC
PL
RNG
CORT
KVYO
WDAY
TXG
VSAT
TWLO
PSKY
AVBP
NEXT
AEVA
NCNO
FIGS
PCTY
RBRK
ZETA
GCT
CZR
OCUL
AEIS
BKSY
CRTO
SYRE
HURN
LION
CHRW
RZLV
PENN
TE
MRNA
WOLF
VAC
ONDS
PLTR
KD
FA
GNRC
RELY
WAY
PDYN
RCAT
AMPX
ALTO
UCTT
FROG
GEVO
DDOG
FN
RAMP
APGE
AVAV
VIR
GPRE
TECX
ALNT
LQDA
VRT
AMN
SHOP
ACHC
WTI
ECX
BETA
IOVA
PLUG
PD
RSI
GRAL
NXE
FIGR
TRI
DNTH
INDO
RIOT
ROKU
MGNI
LXU
SOC
SA
AUR
MRCY
CCOI
SSRM
CHYM
UAMY
OUST
PTRN
PPTA
CRAI
CENX
SLDB
AEHR
HYMC
AGI
REPL
SABR
AUGO
EYPT
TTAN
SVM
FJET
JZXN
EDSA
ALM
FSM
PAR
NGD
CDE
ERAS
IAG
IPI
NG
BAK
UMAC
CRE
SLNO
POET
QURE
USAS
AG
EQX
CAPR
AAOI
STOK
VELO
PVLA
DXST
TURB
SYNX
MOBX
TPET
ALOY
BATL
BW
NCI
IBG
