Tickers
SER
WETO
LNKS
DLTH
LIDR
SUNE
CHNR
LNZA
ELA
ALDX
AZTR
ACXP
SVRN
MOBX
BIAF
GOAI
AXTI
CAL
TSEM
SRRK
ERAS
TWO
KOS
PCT
BW
ELVN
LITE
AAOI
EGY
ICHR
PL
BATL
VSAT
SRAD
AGRO
COHR
CIEN
BCRX
STX
MEOH
BE
RHLD
VIAV
LWLG
UCTT
CNR
CLDX
TE
SLS
NEXT
PTGX
FPS
LUNR
KRMN
PLAB
ARX
HIMS
AEVA
AEHR
WDC
CLS
ONTO
ASTS
SITM
BLSH
CRK
QURE
CCOI
PARR
NRGV
PLUG
DOCN
TNGX
LASR
MARA
CAMT
MTZ
BTU
TNDM
IBRX
BITF
OKTA
NXT
WULF
TERN
IOVA
AEIS
PLPC
NBIS
SNDK
GPRE
GRPN
PENN
ALOY
NKTR
RUN
CGON
ASST
DAVE
AGX
LQDA
XYZ
EONR
INTU
RXO
TDOC
BRZE
SEDG
SOC
HTFL
ADTN
OUST
FIX
SNDX
DNTH
MKSI
NN
AMR
CDNL
NAT
AESI
NVTS
SEZL
AMPX
ANDG
RNG
RCUS
ADEA
SGHC
BKSY
RDW
CAPR
CE
VIR
MDB
WTI
YOU
LGND
APEI
TYRA
COIN
GCT
ISSC
LBRT
XENE
LMND
GDS
GRAL
HUBS
CARG
ZETA
CZR
ANAB
ZD
BWIN
IOT
ALAB
EXPE
PVLA
INTA
CC
APP
PBF
KVYO
TRI
TENB
ONDS
WIX
LINC
VICR
CF
FROG
CCC
HIMX
FLY
FUN
DDOG
ACHC
CAR
FORM
AXON
WLK
OMDA
FIGS
CNTA
IREN
CAVA
NSP
PUMP
FSLY
BTDR
PATH
MSTR
SYRE
CRWD
FIGR
NET
DK
PRCT
VRNS
GWRE
GEO
ODD
OCGN
UAMY
DOCU
LXU
CVI
SBET
OCUL
OPEN
DYN
ALKT
TROX
RZLV
RXT
NFE
ALM
CRCL
TPET
MANE
MU
VG
SEI
IPI
ORKA
BNAI
NUAI
UMAC
PURR
OSS
VELO
RCAT
DVLT
WNW
