ticker,review_bucket,review_rationale,active_theme_count,active_themes,active_categories,status,manual_suppressed,manual_suppression_reason,suppression_reason,last_failure_category,consecutive_failure_count,rolling_failure_count,last_failure_at,last_success_at,snapshot_present,snapshot_run_finished_at,snapshot_run_age_days,snapshot_market_ts,snapshot_scope_type,price,avg_volume,dollar_volume,valid_price,valid_avg_volume,valid_dollar_volume,passes_current_ranking_inputs_except_suppression,perf_1d,perf_1w,perf_1m,perf_3m,failure_count_30d,failure_categories_30d,last_failure_run_finished_at,durable_suppression_provenance_present
VERV,likely safe to return to active,passes current ranking inputs except suppression; recent preferred snapshot (8d old); no recent failure trail visible; durable suppression provenance present,1,Biotech - Gene Therapy,Healthcare - Biotech,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 15:01:32.134230,True,2026-04-13 15:01:54.969019,8,2025-07-23 17:00:00,active_themes,11.13,4305738.904761905,47922874.010000005,True,True,True,True,,1.64,-0.36,103.47,0,,,True
WBA,likely safe to return to active,passes current ranking inputs except suppression; recent preferred snapshot (8d old); no recent failure trail visible; durable suppression provenance present,1,Retail - Drug,Consumer - Retail,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 15:01:40.235815,True,2026-04-13 15:01:54.969019,8,2025-08-26 17:00:00,active_themes,11.98,34822227.571428575,417170286.3057143,True,True,True,True,,-1.8,3.1,7.06,0,,,True
X,likely safe to return to active,passes current ranking inputs except suppression; recent preferred snapshot (8d old); no recent failure trail visible; durable suppression provenance present,1,Steel,Metals & Mining,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 15:01:49.203684,True,2026-04-13 15:01:54.969019,8,2025-06-16 17:00:00,active_themes,54.84,13851014.904761905,759589657.3771429,True,True,True,True,,1.76,35.91,,0,,,True
ATUS,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,2,"Streaming & Media, Telecom - Cable","Technology - Internet, Telecom",refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:56:33.565324,True,2026-04-13 15:01:54.969019,8,2025-11-17 17:00:00,active_themes,1.79,4008520.380952381,7175251.481904762,True,True,False,False,,-9.14,-25.73,-18.64,0,,,True
BGFV,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Retail - Sporting Goods,Consumer - Retail,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:56:44.188729,True,2026-04-13 15:01:54.969019,8,2025-09-30 17:00:00,active_themes,1.44,293179.09523809527,422177.89714285714,True,True,False,False,,2.86,0.7,2.13,0,,,True
BIGC,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Software - SMB,Technology - Software,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:56:44.850365,True,2026-04-13 15:01:54.969019,8,2025-07-30 17:00:00,active_themes,4.78,773886.8095238095,3699178.9495238094,True,True,False,False,,-5.16,-5.91,-7.72,0,,,True
BLUE,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,2,"Biotech - Cell Therapy, Biotech - Small Cap",Healthcare - Biotech,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:56:48.765577,True,2026-04-13 15:01:54.969019,8,2025-05-29 17:00:00,active_themes,4.97,1008793.7142857143,5013704.76,True,True,False,False,,-0.4,21.81,,0,,,True
BRFS,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,2,"Livestock & Meat, Meat & Poultry","Commodities & Agriculture, Consumer - Food & Beverage",refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:56:51.299572,True,2026-04-13 15:01:54.969019,8,2025-09-21 17:00:00,active_themes,3.38,1714970.7142857143,5796601.014285714,True,True,False,False,,-14.21,-6.63,-12.89,0,,,True
GCI,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Media - Publishing,Media & Entertainment,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:58:08.803506,True,2026-04-13 15:01:54.969019,8,2025-11-16 17:00:00,active_themes,4.55,3044039.5714285714,13850380.049999999,True,True,False,False,,-11.99,27.81,10.17,0,,,True
HSON,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Staffing,Industrials - Services,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:58:29.527031,True,2026-04-13 15:01:54.969019,8,2025-09-03 17:00:00,active_themes,9.875,19213.285714285714,189731.19642857142,True,True,False,False,,4.5,7.29,10.71,0,,,True
HYMTF,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Korea,International,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:58:31.673262,True,2026-04-13 15:01:54.969019,8,2025-07-29 17:00:00,active_themes,51.0,2423.904761904762,123619.14285714286,True,True,False,False,,-5.56,-7.1,2.0,0,,,True
LFLYD,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Cannabis,Specialty Themes,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:58:59.866402,True,2026-04-13 15:01:54.969019,8,2025-10-02 17:00:00,active_themes,37.0,360.2,13327.4,True,True,False,False,,,,,0,,,True
LGF.A,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Streaming & Media,Technology - Internet,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:59:00.663929,True,2026-04-13 15:01:54.969019,8,2025-05-05 17:00:00,active_themes,8.59,812104.5,6975977.655,True,True,False,False,,-2.28,,,0,,,True
MKFG,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,3D Printing,Emerging Tech,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 14:59:17.797959,True,2026-04-13 15:01:54.969019,8,2025-04-23 17:00:00,active_themes,4.74,141096.125,668795.6325000001,True,True,False,False,,-0.84,,,0,,,True
PLL,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Lithium,Metals & Mining,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 15:00:00.621016,True,2026-04-13 15:01:54.969019,8,2025-08-28 17:00:00,active_themes,7.25,668741.3333333334,4848374.666666667,True,True,False,False,,-21.28,-0.68,17.31,0,,,True
SJW,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Utilities - Water,Utilities,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 15:00:48.650653,True,2026-04-13 15:01:54.969019,8,2025-05-04 17:00:00,active_themes,54.86,248354.6,13624733.356,True,True,False,False,,2.52,,,0,,,True
SSNLF,review manually,current snapshot present but dollar volume below current ranking floor; recent preferred snapshot (8d old); durable suppression provenance present,1,Semis - Foundry,Semiconductors,refresh_suppressed,False,,"Suppression approved in Health review queue. Excluded from refresh, current rankings, and historical movement calculations.",,0,0,,2026-04-13 15:00:57.873828,True,2026-04-13 15:01:54.969019,8,2025-11-06 17:00:00,active_themes,65.21,1531.0,99836.51,True,True,False,False,,,,,0,,,True
