ticker,review_bucket,review_rationale,active_theme_count,active_themes,active_categories,status,manual_suppressed,manual_suppression_reason,suppression_reason,last_failure_category,consecutive_failure_count,rolling_failure_count,last_failure_at,last_success_at,snapshot_present,snapshot_run_finished_at,snapshot_run_age_days,snapshot_market_ts,snapshot_scope_type,price,avg_volume,dollar_volume,valid_price,valid_avg_volume,valid_dollar_volume,passes_current_ranking_inputs_except_suppression,perf_1d,perf_1w,perf_1m,perf_3m,failure_count_30d,failure_categories_30d,last_failure_run_finished_at,durable_suppression_provenance_present
ABB,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,3,"AI - Robotics, Automation & Controls, EV - Charging","Artificial Intelligence, Autos & EV, Industrials - Machinery",refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:07.092340,2026-03-11 10:26:24.613592,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ACIA,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,AI - Edge Computing,Artificial Intelligence,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:09.587956,2026-03-11 10:26:24.806401,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
AGN,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Pharma - Generic,Healthcare - Pharma,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:14.719664,2026-03-11 10:26:25.140181,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ALS,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Testing & Inspection,Industrials - Services,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:19.091445,2026-03-11 10:26:25.382726,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ALTM,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Lithium,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:19.610094,2026-03-11 10:26:25.419682,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ANTM,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Insurance - Health,Financials - Insurance,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:24.547563,2026-03-11 10:26:25.731957,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
APTS,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Hotels & Lodging,Consumer - Leisure,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:26.712805,2026-03-11 10:26:25.870127,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ARCH,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Coal,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:27.885318,2026-03-11 10:26:25.920100,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ARNC,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Aluminum,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:29.275410,2026-03-11 10:26:26.007650,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ASTR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Space - Launch,Space & Aerospace,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:31.213635,2026-03-11 10:26:26.133157,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
AY,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Utilities - Renewable,Utilities,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:35.383098,2026-03-11 10:26:26.393100,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
AYR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Aircraft Leasing,Space & Aerospace,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:35.482838,2026-03-11 10:26:26.405133,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
BANG,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Beverages - Energy,Consumer - Food & Beverage,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:37.824992,2026-03-11 10:26:26.558747,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
BBIG,keep suppressed,calculation outlier suppression; durable suppression provenance present,1,Meme Stocks,Specialty Themes,refresh_suppressed,False,,Extreme 1W move (+525.0%) on low dollar volume (15). Review suppression from calculations.,CALC_OUTLIER,0,0,,2026-03-13 08:37:14.022979,True,2026-03-13 08:42:50.338155,39,2026-03-11 17:00:00,active_themes,0.005,2925.904761904762,14.62952380952381,False,True,False,False,,525.0,56.25,66.67,0,,,True
BIG,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Retail - Discount,Consumer - Retail,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:43.796976,2026-03-11 10:26:26.894895,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
BLL,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Packaging - Plastic & Metal,Materials & Chemicals,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:46.912866,2026-03-11 10:26:27.091598,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
BMWYY,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Auto - Luxury,Autos & EV,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:48.021944,2026-03-11 10:26:27.165615,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CCLP,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Environmental Services,Industrials - Services,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:49:59.146424,2026-03-11 10:26:27.832587,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CDEV,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Oil - Permian Basin,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:00.374458,2026-03-11 10:26:27.882277,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CEIX,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Coal,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:01.474703,2026-03-11 10:26:27.954605,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CFVI,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,SPACs,Specialty Themes,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:02.985592,2026-03-11 10:26:28.054636,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CHK,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Natural Gas - Producers,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:04.102751,2026-03-11 10:26:28.130172,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CLVR,keep suppressed,calculation outlier suppression; durable suppression provenance present,1,Carbon & Environment,Energy - Clean,refresh_suppressed,False,,Low-price contributor (0.00) showing large return (-50.0% 1W) with weak liquidity (0 dollar volume).,CALC_OUTLIER,0,0,,2026-03-13 08:37:47.701832,True,2026-03-13 08:42:50.338155,39,2026-03-04 17:00:00,active_themes,0.0001,4574.666666666667,0.45746666666666674,False,True,False,False,,-50.0,0.0,,0,,,True
CNHI,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,3,"Agricultural Equipment, Agriculture - Equipment, Heavy Equipment","Commodities & Agriculture, Industrials - Machinery",refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:10.843260,2026-03-11 10:26:28.510068,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
COG,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Natural Gas - Producers,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:11.746079,2026-03-11 10:26:28.574532,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CONE,keep suppressed,manual suppression: CONE.V; durable suppression provenance present,1,REITs - Data Centers,Financials - REITs,refresh_suppressed,True,CONE.V,CONE.V,NO_CANDLES,3,4,2026-03-11 19:50:13.051608,2026-03-11 10:26:28.662899,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CONN,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Retail - Electronics,Consumer - Retail,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:13.149625,2026-03-11 10:26:28.675163,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CONSOL,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Coal,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:13.248322,2026-03-11 10:26:28.688967,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CPTN,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"AI - Computer Vision, LIDAR","Artificial Intelligence, Autos & EV",refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:16.368992,2026-03-11 10:26:28.889526,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CRISPR,keep suppressed,manual suppression: CRSP; durable suppression provenance present,1,Biotech - Cell Therapy,Healthcare - Biotech,refresh_suppressed,True,CRSP,CRSP,NO_CANDLES,3,4,2026-03-11 19:50:16.665435,2026-03-11 10:26:28.914279,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CRTX,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Biotech - CNS,Healthcare - Biotech,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:18.336371,2026-03-11 10:26:29.029664,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CS,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Europe - Banks,International,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:18.837729,2026-03-11 10:26:29.066082,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CTL,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Telecom - Fiber,Telecom,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:19.714677,2026-03-11 10:26:29.126748,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CTLT,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,CRO & CMO,Healthcare - Devices & Services,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:19.810245,2026-03-11 10:26:29.139812,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
CTXS,keep suppressed,manual suppression: Inactive; durable suppression provenance present,1,Cloud - Infrastructure,Technology - Software,refresh_suppressed,True,Inactive,Inactive,NO_CANDLES,3,4,2026-03-11 19:50:21.147158,2026-03-11 10:26:29.202376,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DCP,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Pipelines & Midstream,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:27.825837,2026-03-11 10:26:29.632155,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DCRC,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Energy Storage & Batteries,Energy - Clean,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:27.923379,2026-03-11 10:26:29.644517,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DIDI,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,China Tech,International,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:31.739053,2026-03-11 10:26:29.852321,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DLOCAL,keep suppressed,manual suppression: Not a ticker; durable suppression provenance present,1,Latin America - E-Commerce,International,refresh_suppressed,True,Not a ticker,Not a ticker,NO_CANDLES,3,4,2026-03-11 19:50:32.826350,2026-03-11 10:26:29.925687,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DNKN,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Restaurants - Coffee,Consumer - Restaurants,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:33.513928,2026-03-11 10:26:29.974921,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DO,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Oil - Offshore Drillers,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:33.806703,2026-03-11 10:26:29.999416,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DOOR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Building Products,Real Estate - Non REIT,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:34.299131,2026-03-11 10:26:30.036463,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DRNA,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Biotech - Small Cap,Healthcare - Biotech,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:35.778297,2026-03-11 10:26:30.162923,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
DWAC,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,SPACs,Specialty Themes,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:38.470037,2026-03-11 10:26:30.339430,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ECOL,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"Environmental Services, Waste Management",Industrials - Services,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:39.961881,2026-03-11 10:26:30.436391,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ENBL,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Pipelines & Midstream,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:43.795199,2026-03-11 10:26:30.655873,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
EROS,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Copper,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:46.924171,2026-03-11 10:26:30.862421,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ESET,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Cybersecurity - Endpoint,Technology - Software,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:47.231114,2026-03-11 10:26:30.886464,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
ESTE,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Oil - Permian Basin,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:47.747923,2026-03-11 10:26:30.925347,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
EXAI,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,AI - Software,Artificial Intelligence,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:18:50.991322,2026-03-11 10:26:31.037649,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
EXN,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Gold - Juniors,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:50.149395,2026-03-11 10:26:31.086132,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
EXPR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Retail - Specialty,Consumer - Retail,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:51.058183,2026-03-11 10:26:31.147586,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FFIE,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,EV - Manufacturers,Autos & EV,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:18:55.371696,2026-03-11 10:26:31.336861,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
FIT,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Wearables,Emerging Tech,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:55.376264,2026-03-11 10:26:31.399170,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FLOR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Retail - Home Improvement,Consumer - Retail,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:56.473205,2026-03-11 10:26:31.472094,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FM,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Emerging Markets,International,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:57.185787,2026-03-11 10:26:31.522872,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FORGEROCK,keep suppressed,manual suppression: Not a ticker; durable suppression provenance present,1,Cybersecurity - Identity,Technology - Software,refresh_suppressed,True,Not a ticker,Not a ticker,NO_CANDLES,3,4,2026-03-11 19:50:58.722777,2026-03-11 10:26:31.623395,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FREYR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"EV - Batteries, Energy Storage & Batteries","Autos & EV, Energy - Clean",refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:00.915544,2026-03-11 10:26:31.695431,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
FRGI,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Fitness,Consumer - Leisure,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:50:59.915134,2026-03-11 10:26:31.707942,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FSR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,EV - Manufacturers,Autos & EV,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:01.224715,2026-03-11 10:26:31.809631,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FTCH,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Internet - Marketplace,Technology - Internet,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:01.322161,2026-03-11 10:26:31.831645,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FTR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Telecom - Fiber,Telecom,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:02.025828,2026-03-11 10:26:31.881376,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
FTRP,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Psychedelics,Specialty Themes,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:02.126052,2026-03-11 10:26:31.893569,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
GLEN,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Nickel & Cobalt,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:07.507179,2026-03-11 10:26:32.206550,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
GLUU,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Video Games,Technology - Internet,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:08.414671,2026-03-11 10:26:32.269465,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
GMLP,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Oil - Offshore Services,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:09.148867,2026-03-11 10:26:32.318995,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
GOAT,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Insurtech,Financials - Insurance,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:10.048404,2026-03-11 10:26:32.380936,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
GPL,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"Gold - Juniors, Silver Miners",Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:12.052255,2026-03-11 10:26:32.516353,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
GPS,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Retail - Specialty,Consumer - Retail,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:12.565626,2026-03-11 10:26:32.556144,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
GRUB,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Internet - Food Delivery,Technology - Internet,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:13.949347,2026-03-11 10:26:32.618055,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
HAYN,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Mining Equipment,Industrials - Machinery,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,3,4,2026-03-11 19:51:16.514543,2026-03-11 10:26:32.781165,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-11 19:54:24.668853,True
HEAR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Wearables,Emerging Tech,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:17.936698,2026-03-11 10:26:32.880260,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
HFC,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Oil - Refiners,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:18.230191,2026-03-11 10:26:32.904130,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
HIBB,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Retail - Sporting Goods,Consumer - Retail,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:18.334514,2026-03-11 10:26:32.917545,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
HSKA,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Animal Health,Healthcare - Devices & Services,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:23.507009,2026-03-11 10:26:33.212834,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
HTLF,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Banks - Texas,Financials - Banks,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:24.414226,2026-03-11 10:26:33.277391,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
