ticker,review_bucket,review_rationale,active_governed_membership_count,governed_membership_count,themes,categories,current_ranking_eligibility_reason,primary_ineligibility_bucket,coverage_status,symbol_status,manual_suppressed,manual_suppression_reason,snapshot_present,has_current_usable_snapshot,snapshot_time,snapshot_source,price,avg_volume,dollar_volume,price_valid,avg_volume_valid,dollar_volume_valid,perf_1d,perf_1w,perf_1m,perf_3m,last_failure_category,consecutive_failure_count,rolling_failure_count,last_failure_at,last_success_at,special_format_ticker,governance_cleanup_flag,near_price_threshold_flag,borderline_dollar_volume_flag,threshold_review_flag
SID,clearly illiquid,"materially below current liquidity floor; dollar volume 6,734,423; price 1.3",1,1,Steel,Metals & Mining,"dollar volume invalid: 6,734,423 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.3,5180325.098642714,6734422.628235529,True,True,False,-5.8,-3.7,14.04,-23.53,,0,1,2026-04-15 17:15:59.706409,2026-04-21 14:26:49.110474,False,False,False,False,False
SILC,clearly illiquid,"materially below current liquidity floor; dollar volume 2,011,994; price 31.65",1,1,Taiwan,International,"dollar volume invalid: 2,011,994 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,31.65,63570.11255814286,2011994.0624652212,True,True,False,6.93,36.6,74.48,106.19,,0,1,2026-04-15 17:15:59.735882,2026-04-21 14:26:49.923166,False,False,False,False,False
SITC,clearly illiquid,"materially below current liquidity floor; dollar volume 4,039,952; price 5.42",1,1,REITs - Retail,Financials - REITs,"dollar volume invalid: 4,039,952 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,5.42,745378.6291715238,4039952.170109659,True,True,False,-2.87,2.26,0.0,-12.86,,0,1,2026-04-15 17:15:59.754774,2026-04-21 14:26:50.333903,False,False,False,False,False
SKLZ,clearly illiquid,"materially below current liquidity floor; dollar volume 608,513; price 3.58",1,1,Video Games,Technology - Internet,"dollar volume invalid: 608,513 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.58,169975.7540592857,608513.1995322428,True,True,False,-4.02,27.86,33.58,-15.17,,0,1,2026-04-15 17:15:59.793433,2026-04-21 14:26:50.940743,False,False,False,False,False
SMRT,clearly illiquid,"materially below current liquidity floor; dollar volume 1,085,067; price 1.48",1,1,IoT & Smart Home,Emerging Tech,"dollar volume invalid: 1,085,067 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.48,733153.3251182857,1085066.921175063,True,True,False,-2.63,2.78,-6.33,-13.95,,0,1,2026-04-15 17:15:59.916385,2026-04-21 14:26:53.168453,False,False,False,False,False
SNDL,clearly illiquid,"materially below current liquidity floor; dollar volume 2,100,835; price 1.51",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 2,100,835 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.51,1391281.444149095,2100834.980665134,True,True,False,-1.95,4.86,11.85,-4.43,,0,1,2026-04-15 17:15:59.945987,2026-04-21 14:26:53.758037,False,False,False,False,False
SPLS,clearly illiquid,"materially below current liquidity floor; dollar volume 693,839; price 50.83",1,1,Retail - Office,Consumer - Retail,"dollar volume invalid: 693,839 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,50.83,13650.189884095236,693839.1518085608,True,True,False,-0.6,1.35,8.76,3.94,,0,1,2026-04-15 17:16:00.126239,2026-04-21 14:26:57.167492,False,False,False,False,False
SPWR,clearly illiquid,"materially below current liquidity floor; dollar volume 1,178,920; price 1.13",2,2,"Solar - Manufacturers, Solar - Residential",Energy - Clean,"dollar volume invalid: 1,178,920 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.13,1043291.9788267142,1178919.936074187,True,True,False,-7.38,-8.13,-4.24,-33.53,,0,1,2026-04-15 17:16:00.154591,2026-04-21 14:26:57.774009,False,False,False,False,False
SSYS,clearly illiquid,"materially below current liquidity floor; dollar volume 5,372,998; price 8.67",1,1,3D Printing,Emerging Tech,"dollar volume invalid: 5,372,998 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,8.67,619722.908404,5372997.61586268,True,True,False,-1.7,2.6,14.08,-20.46,,0,1,2026-04-15 17:16:00.203578,2026-04-21 14:26:59.278055,False,False,False,False,False
TACO,clearly illiquid,"materially below current liquidity floor; dollar volume 480,466; price 10.29",1,1,Restaurants - Fast Casual,Consumer - Restaurants,"dollar volume invalid: 480,466 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,10.29,46692.564242857145,480466.486059,True,True,False,0.0,0.39,0.88,1.08,,0,1,2026-04-15 17:16:00.432828,2026-04-21 14:27:03.851183,False,False,False,False,False
TATT,clearly illiquid,"materially below current liquidity floor; dollar volume 8,188,285; price 35.84",1,1,Defense - Small Cap,Defense,"dollar volume invalid: 8,188,285 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,35.84,228467.77016338092,8188284.882655574,True,True,False,-4.17,-19.98,-16.67,-31.47,,0,1,2026-04-15 17:16:00.473793,2026-04-21 14:27:04.671924,False,False,False,False,False
TBI,clearly illiquid,"materially below current liquidity floor; dollar volume 1,998,108; price 4.55",1,1,Staffing,Industrials - Services,"dollar volume invalid: 1,998,108 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,4.55,439144.5456930477,1998107.6829033664,True,True,False,1.11,21.01,27.09,-13.33,,0,1,2026-04-15 17:16:00.484177,2026-04-21 14:27:04.873900,False,False,False,False,False
TCNNF,clearly illiquid,"materially below current liquidity floor; dollar volume 1,642,163; price 6.97",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 1,642,163 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.97,235604.47619047615,1642163.199047619,True,True,False,-0.57,8.4,12.6,-13.74,,0,1,2026-04-15 17:16:00.504607,2026-04-21 14:27:05.297396,True,False,False,False,False
TITN,clearly illiquid,"materially below current liquidity floor; dollar volume 3,044,164; price 20.08",2,2,"Agricultural Equipment, Agriculture - Equipment","Industrials - Machinery, Commodities & Agriculture","dollar volume invalid: 3,044,164 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,20.08,151601.8060284762,3044164.2650518017,True,True,False,-2.29,0.5,34.95,29.3,,0,1,2026-04-15 17:16:00.732918,2026-04-21 14:27:09.961969,False,False,False,False,False
TR,clearly illiquid,"materially below current liquidity floor; dollar volume 4,715,598; price 41.92",1,1,Snacks & Candy,Consumer - Food & Beverage,"dollar volume invalid: 4,715,598 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,41.92,112490.41764557142,4715598.307702354,True,True,False,0.46,-2.78,3.46,14.2,,0,1,2026-04-15 17:16:00.914745,2026-04-21 14:27:13.574090,False,False,False,False,False
TREE,clearly illiquid,"materially below current liquidity floor; dollar volume 9,093,444; price 48.08",1,1,Fintech - Lending,Financials - Other,"dollar volume invalid: 9,093,444 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,48.08,189131.52696623807,9093443.816536726,True,True,False,-2.36,6.16,18.95,-25.95,,0,1,2026-04-15 17:16:00.924090,2026-04-21 14:27:13.772685,False,False,False,False,False
TRIL,clearly illiquid,"materially below current liquidity floor; dollar volume 33,854; price 19.86",1,1,Biotech - mRNA,Healthcare - Biotech,"dollar volume invalid: 33,854 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,19.863,1704.3809523809523,33854.11885714286,True,True,False,0.29,-0.96,-2.64,-1.15,,0,1,2026-04-15 17:16:00.954406,2026-04-21 14:27:14.386280,False,False,False,False,False
TRTX,clearly illiquid,"materially below current liquidity floor; dollar volume 5,663,104; price 8.37",1,1,REITs - Mortgage,Financials - REITs,"dollar volume invalid: 5,663,104 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,8.37,676595.4753851905,5663104.128974044,True,True,False,0.0,2.2,6.9,-7.72,,0,1,2026-04-15 17:16:01.012744,2026-04-21 14:27:15.580426,False,False,False,False,False
TRUP,clearly illiquid,"materially below current liquidity floor; dollar volume 8,919,546; price 27.91",1,1,Pet Industry,Specialty Themes,"dollar volume invalid: 8,919,546 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,27.91,319582.45849161904,8919546.416501088,True,True,False,-3.36,6.28,6.49,-10.6,,0,1,2026-04-15 17:16:01.021944,2026-04-21 14:27:15.788522,False,False,False,False,False
TRVG,clearly illiquid,"materially below current liquidity floor; dollar volume 82,617; price 2.81",1,1,Internet - Travel,Technology - Internet,"dollar volume invalid: 82,617 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.81,29401.195412666664,82617.35910959332,True,True,False,1.08,5.24,3.31,0.0,,0,1,2026-04-15 17:16:01.041198,2026-04-21 14:27:16.194817,False,False,False,False,False
TX,clearly illiquid,"materially below current liquidity floor; dollar volume 6,779,686; price 42.77",1,1,Steel,Metals & Mining,"dollar volume invalid: 6,779,686 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,42.77,158514.9768801905,6779685.561165747,True,True,False,-0.53,-1.02,14.11,1.04,,0,1,2026-04-15 17:16:01.238749,2026-04-21 14:27:20.149029,False,False,False,False,False
UAVS,clearly illiquid,"materially below current liquidity floor; dollar volume 2,803,027; price 1.16",1,1,Drones & UAV,Emerging Tech,"dollar volume invalid: 2,803,027 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.16,2416402.6747548096,2803027.102715579,True,True,False,-2.52,11.54,18.14,-12.78,,0,1,2026-04-15 17:16:01.308412,2026-04-21 14:27:21.575454,False,False,False,False,False
UDMY,clearly illiquid,"materially below current liquidity floor; dollar volume 7,015,231; price 5.06",1,1,Education,Specialty Themes,"dollar volume invalid: 7,015,231 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,5.06,1386409.3521429524,7015231.321843338,True,True,False,-2.88,6.53,8.82,1.81,,0,1,2026-04-15 17:16:01.363261,2026-04-21 14:27:22.594799,True,False,False,False,False
UROY,clearly illiquid,"materially below current liquidity floor; dollar volume 7,992,131; price 3.57",1,1,Rare Earths,Metals & Mining,"dollar volume invalid: 7,992,131 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.57,2238692.140400381,7992130.941229359,True,True,False,-1.92,-4.29,8.51,-20.49,,0,1,2026-04-15 17:16:01.510611,2026-04-21 14:27:25.608136,True,False,False,False,False
USAU,clearly illiquid,"materially below current liquidity floor; dollar volume 4,790,970; price 16.09",1,1,Gold - Juniors,Metals & Mining,"dollar volume invalid: 4,790,970 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,16.09,297760.7485520476,4790970.444202445,True,True,False,-5.91,-2.78,14.03,-20.07,,0,1,2026-04-15 17:16:01.529907,2026-04-21 14:27:26.005808,False,False,False,False,False
VFF,clearly illiquid,"materially below current liquidity floor; dollar volume 2,598,205; price 2.87",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 2,598,205 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.87,905297.9228081906,2598205.038459507,True,True,False,-4.01,7.49,12.99,-19.61,,0,1,2026-04-15 17:16:01.682428,2026-04-21 14:27:28.616877,True,False,False,False,False
VRNO,clearly illiquid,"materially below current liquidity floor; dollar volume 1,369,114; price 1.18",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 1,369,114 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.18,1160265.857142857,1369113.7114285713,True,True,False,-5.6,1.72,5.36,-5.6,,0,1,2026-04-15 17:16:01.816555,2026-04-21 14:27:31.712055,False,False,False,False,False
VTEX,clearly illiquid,"materially below current liquidity floor; dollar volume 4,890,607; price 4.35",1,1,Latin America - E-Commerce,International,"dollar volume invalid: 4,890,607 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,4.35,1124277.4949921428,4890607.103215821,True,True,False,2.59,9.02,17.89,33.85,,0,1,2026-04-15 17:16:01.906907,2026-04-21 14:27:33.540226,False,False,False,False,False
VUZI,clearly illiquid,"materially below current liquidity floor; dollar volume 1,983,297; price 2.48",2,2,"AR/VR & Metaverse, Wearables",Emerging Tech,"dollar volume invalid: 1,983,297 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.48,799716.411353619,1983296.700156975,True,True,False,-6.42,-3.5,9.73,-20.77,,0,1,2026-04-15 17:16:01.947733,2026-04-21 14:27:34.496997,False,False,False,False,False
VWAGY,clearly illiquid,"materially below current liquidity floor; dollar volume 2,416,419; price 10.66",1,1,Auto - Traditional OEM,Autos & EV,"dollar volume invalid: 2,416,419 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,10.66,226680.9523809524,2416418.9523809524,True,True,False,-1.93,-1.84,7.24,-6.49,,0,1,2026-04-15 17:16:01.957620,2026-04-21 14:27:34.736108,True,False,False,False,False
WBX,clearly illiquid,"materially below current liquidity floor; dollar volume 62,471; price 3.05",1,1,EV - Charging,Autos & EV,"dollar volume invalid: 62,471 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.05,20482.377404571427,62471.25108394285,True,True,False,4.45,3.39,18.68,4.45,,0,1,2026-04-15 17:16:02.048367,2026-04-21 14:27:36.603607,False,False,False,False,False
WEAV,clearly illiquid,"materially below current liquidity floor; dollar volume 7,052,266; price 5.42",1,1,Software - SMB,Technology - Software,"dollar volume invalid: 7,052,266 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,5.42,1301156.0534056667,7052265.809458714,True,True,False,-0.91,7.97,14.11,-16.87,,0,1,2026-04-15 17:16:02.090425,2026-04-21 14:27:37.396969,False,False,False,False,False
WKHS,clearly illiquid,"materially below current liquidity floor; dollar volume 376,231; price 2.91",1,1,EV - Manufacturers,Autos & EV,"dollar volume invalid: 376,231 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.91,129288.9366482381,376230.8056463729,True,True,False,0.0,8.18,-10.19,-42.49,,0,1,2026-04-15 17:16:02.222981,2026-04-21 14:27:40.033060,False,False,False,False,False
WMK,clearly illiquid,"materially below current liquidity floor; dollar volume 9,323,768; price 70.11",1,1,Retail - Grocery,Consumer - Retail,"dollar volume invalid: 9,323,768 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,70.11,132987.7101142857,9323768.35611257,True,True,False,0.16,0.99,5.89,3.27,,0,1,2026-04-15 17:16:02.281192,2026-04-21 14:27:41.777119,False,False,False,False,False
WOOF,clearly illiquid,"materially below current liquidity floor; dollar volume 5,248,991; price 2.98",2,2,"Pet Industry, Retail - Pet","Specialty Themes, Consumer - Retail","dollar volume invalid: 5,248,991 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.98,1761406.4850162382,5248991.325348389,True,True,False,-1.65,6.43,2.05,3.11,,0,1,2026-04-15 17:16:02.309810,2026-04-21 14:27:42.389731,True,False,False,False,False
WW,clearly illiquid,"materially below current liquidity floor; dollar volume 3,739,091; price 9.12",1,1,Weight Loss & Obesity,Healthcare - Specialty,"dollar volume invalid: 3,739,091 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,9.12,409988.0765640476,3739091.2582641137,True,True,False,-8.8,-14.37,-48.39,-58.97,,0,1,2026-04-15 17:16:02.411679,2026-04-21 14:27:44.423043,False,False,False,False,False
XPOF,clearly illiquid,"materially below current liquidity floor; dollar volume 2,769,291; price 6.98",1,1,Fitness,Consumer - Leisure,"dollar volume invalid: 2,769,291 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.98,396746.6267001905,2769291.45436733,True,True,False,-2.51,-4.77,23.1,-10.51,,0,1,2026-04-15 17:16:02.514440,2026-04-21 14:27:46.436972,True,False,False,False,False
XXII,clearly illiquid,"materially below current liquidity floor; dollar volume 120,817; price 2.14",1,1,Tobacco,Specialty Themes,"dollar volume invalid: 120,817 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.14,56456.76324157143,120817.47333696288,True,True,False,-3.17,4.39,-40.06,-82.42,,0,1,2026-04-15 17:16:02.534005,2026-04-21 14:27:46.839677,False,False,False,False,False
YORW,clearly illiquid,"materially below current liquidity floor; dollar volume 5,419,487; price 29.85",1,1,Utilities - Water,Utilities,"dollar volume invalid: 5,419,487 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,29.85,181557.36182366667,5419487.25043645,True,True,False,-1.32,-5.09,-0.07,-10.74,,0,1,2026-04-15 17:16:02.584933,2026-04-21 14:27:47.823732,False,False,False,False,False
BURBY,likely governance cleanup candidate,"special-format ticker plus very weak price/liquidity profile; dollar volume 863,250; price 16.02",1,1,Europe - Luxury,International,"dollar volume invalid: 863,250 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,16.02,53885.76190476191,863249.9057142858,True,True,False,0.12,0.75,19.73,-1.9,,0,1,2026-04-15 17:15:49.846253,2026-04-21 14:23:22.408751,True,True,False,False,False
CRLBF,likely governance cleanup candidate,"special-format ticker plus very weak price/liquidity profile; dollar volume 973,085; price 0.95",1,1,Cannabis,Specialty Themes,price invalid: 0.9500 < 1,price invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,0.95,1024299.9523809524,973084.9547619048,False,True,False,-4.04,2.76,4.4,-20.83,,0,1,2026-04-15 17:15:51.004291,2026-04-21 14:23:46.410387,True,True,True,False,True
FMTOF,likely governance cleanup candidate,special-format ticker plus very weak price/liquidity profile; dollar volume 972; price 0.55,1,1,Cannabis,Specialty Themes,price invalid: 0.5500 < 1,price invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,0.55,1767.2857142857142,972.0071428571428,False,True,False,0.0,-12.0,7.84,52.78,,0,1,2026-04-15 17:15:52.979672,2026-04-21 14:24:27.625786,True,True,False,False,False
LSF,likely governance cleanup candidate,"special-format ticker plus very weak price/liquidity profile; dollar volume 188,725; price 3.05",1,1,Agriculture - Seeds,Commodities & Agriculture,"dollar volume invalid: 188,725 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.05,61876.89414657142,188724.52714704283,True,True,False,-2.87,25.0,27.62,-3.48,,0,1,2026-04-15 17:15:55.808761,2026-04-21 14:25:27.200134,True,True,False,False,False
SIFY,likely governance cleanup candidate,"special-format ticker plus very weak price/liquidity profile; dollar volume 927,879; price 14.65",1,1,India,International,"dollar volume invalid: 927,879 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,14.65,63336.46960780952,927879.2797544096,True,True,False,-1.41,13.08,5.47,2.3,,0,1,2026-04-15 17:15:59.716360,2026-04-21 14:26:49.521006,True,True,False,False,False
TSNDF,likely governance cleanup candidate,"special-format ticker plus very weak price/liquidity profile; dollar volume 191,285; price 0.657",1,1,Cannabis,Specialty Themes,price invalid: 0.6570 < 1,price invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,0.657,291148.71428571426,191284.70528571427,False,True,False,-9.88,3.46,6.78,-11.22,,0,1,2026-04-15 17:16:01.100166,2026-04-21 14:27:17.451752,True,True,False,False,False
VWSYF,likely governance cleanup candidate,"special-format ticker plus very weak price/liquidity profile; dollar volume 41,577; price 30.22",1,1,Wind,Energy - Clean,"dollar volume invalid: 41,577 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,30.22,1375.809523809524,41576.96380952381,True,True,False,3.49,-2.12,27.92,7.72,,0,1,2026-04-15 17:16:01.976665,2026-04-21 14:27:35.182830,True,True,False,False,False
BLDP,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 10,073,342; price 3.1",2,2,"Clean Energy - Fuel Cells, Clean Energy - Hydrogen",Energy - Clean,"dollar volume invalid: 10,073,342 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.1,3249465.142441572,10073341.941568872,True,True,False,-2.21,5.44,28.63,17.42,,0,1,2026-04-15 17:15:49.584095,2026-04-21 14:23:16.486428,False,False,False,False,True
DCOM,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 10,034,610; price 36.23",1,1,Banks - Northeast,Financials - Banks,"dollar volume invalid: 10,034,610 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,36.23,276969.6397315238,10034610.047473108,True,True,False,-2.82,0.11,12.94,20.29,,0,1,2026-04-15 17:15:51.540110,2026-04-21 14:23:57.698935,False,False,False,False,True
DPRO,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,772,569; price 6.04",1,1,Drones & UAV,Emerging Tech,"dollar volume invalid: 11,772,569 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.04,1949100.8951199048,11772569.406524224,True,True,False,2.9,4.5,6.71,-35.88,,0,1,2026-04-15 17:15:51.864675,2026-04-21 14:24:03.893041,False,False,False,False,True
DQ,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 10,429,570; price 20.17",1,1,Solar - Manufacturers,Energy - Clean,"dollar volume invalid: 10,429,570 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,20.17,517083.2927953809,10429570.015682831,True,True,False,-9.06,-4.9,-2.75,-18.27,,0,1,2026-04-15 17:15:51.883708,2026-04-21 14:24:04.304587,False,False,False,False,True
GILT,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 10,787,925; price 17.92",1,1,Space - Satellites,Space & Aerospace,"dollar volume invalid: 10,787,925 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,17.92,602004.7303118571,10787924.76718848,True,True,False,-2.4,-4.32,10.28,1.41,,0,1,2026-04-15 17:15:53.440917,2026-04-21 14:24:36.746970,False,False,False,False,True
HOPE,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,902,815; price 12.37",1,1,Banks - Community,Financials - Banks,"dollar volume invalid: 11,902,815 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,12.37,962232.4461841905,11902815.359298436,True,True,False,-2.21,1.39,14.11,7.85,,0,1,2026-04-15 17:15:54.114952,2026-04-21 14:24:50.773282,False,False,False,False,True
IMKTA,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,718,090; price 87.97",1,1,Retail - Grocery,Consumer - Retail,"dollar volume invalid: 11,718,090 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,87.97,133205.51958490474,11718089.557884073,True,True,False,-0.16,-2.89,5.28,24.9,,0,1,2026-04-15 17:15:54.466986,2026-04-21 14:24:57.959103,False,False,False,False,True
JACK,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,643,706; price 12.7",1,1,Restaurants - Fast Food,Consumer - Restaurants,"dollar volume invalid: 11,643,706 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,12.7,916827.2265257144,11643705.776876573,True,True,False,-0.63,7.81,15.45,-38.56,,0,1,2026-04-15 17:15:54.870456,2026-04-21 14:25:07.528491,False,False,False,False,True
KOPN,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,087,624; price 2.85",1,1,AR/VR & Metaverse,Emerging Tech,"dollar volume invalid: 11,087,624 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.85,3890394.249143381,11087623.610058635,True,True,False,0.35,4.78,43.94,-9.81,,0,1,2026-04-15 17:15:55.248457,2026-04-21 14:25:15.505722,False,False,False,False,True
LADR,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,604,891; price 10.25",1,1,REITs - Mortgage,Financials - REITs,"dollar volume invalid: 11,604,891 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,10.25,1132184.4519544286,11604890.632532893,True,True,False,-0.39,-0.77,4.91,-7.41,,0,1,2026-04-15 17:15:55.386968,2026-04-21 14:25:18.479374,False,False,False,False,True
LTBR,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 10,340,189; price 12.61",1,1,Rare Earths,Metals & Mining,"dollar volume invalid: 10,340,189 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,12.61,819999.1497171429,10340189.277933173,True,True,False,-2.47,6.41,21.95,-26.56,,0,1,2026-04-15 17:15:55.818524,2026-04-21 14:25:27.410867,False,False,False,False,True
MCRI,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,102,328; price 98.58",1,1,Gaming & Casinos,Consumer - Leisure,"dollar volume invalid: 11,102,328 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,98.58,112622.51957985717,11102327.980182318,True,True,False,-0.55,-0.43,2.16,10.39,,0,1,2026-04-15 17:15:56.207221,2026-04-21 14:25:35.121662,False,False,False,False,True
MRTN,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,648,887; price 14.81",1,1,Trucking - TL,Industrials - Transport,"dollar volume invalid: 11,648,887 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,14.81,786555.5061956191,11648887.04675712,True,True,False,-0.34,4.96,21.59,20.31,,0,1,2026-04-15 17:15:56.617087,2026-04-21 14:25:44.188605,False,False,False,False,True
REX,likely threshold-policy review candidate,"meaningful liquidity but still below current $15M floor; dollar volume 11,291,716; price 44.95",2,2,"Biofuels & Ethanol, Renewable Fuels","Energy - Clean, Energy","dollar volume invalid: 11,291,716 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,44.95,251206.14773309525,11291716.340602633,True,True,False,2.84,4.44,16.12,34.06,,0,1,2026-04-15 17:15:58.821384,2026-04-21 14:26:30.736090,False,False,False,False,True
